ID,URL,ชื่ออาคาร,ราคาค่าเช่า,ที่อยู่,จำนวนชั้น,รวมพื้นที่เช่าทั้งหมด,Lat,Lon,Remark
93,https://www.cbre.co.th/th/rent/sun-towers,ซันทาวเวอร์ส,750 - 800 บาท / ตรม. / เดือน,ถนนวิภาวดีรังสิต,"32 ชั้น, 40 ชั้น","60,000 ตร.ม.",13.828787,100.559921,
94,https://www.cbre.co.th/th/rent/summer-hub-offices,ซัมเมอร์ฮับ ออฟฟิศ,850 บาท / ตรม. / เดือน,ถนนสุขุมวิท,6 ชั้น,"5,091.70 ตร.ม.",13.714646,100.592026,
95,https://www.cbre.co.th/th/rent/sorachai-building-for-lease,อาคาร สรชัย,650 บาท / ตรม. / เดือน,ถนนสุขุมวิท 63 (เอกมัย),32 ชั้น,"26,600 ตร.ม.",13.723619,100.584176,
96,https://www.cbre.co.th/th/rent/silom-complex,สีลมคอมเพล็กซ์,900 - 950 บาท / ตรม. / เดือน,ถนนสีลม (ศาลาแดงซอย 2),32 ชั้น,"30,000 ตร.ม.",13.728312,100.535363,
97,https://www.cbre.co.th/th/rent/Commercial-Bangkok-Office-for-Rent-Silom-19,สีลม 19,700 บาท / ตรม. / เดือน,ถนนสีลม,7 ชั้น,"5,000 ตร.ม.",0,0,
98,https://www.cbre.co.th/th/rent/Office-for-Rent-Siam-Piwat-Tower,สยามพิวรรธน์ ทาวเวอร์,"1,350 บาท / ตรม. / เดือน",ถนนพระรามหนึ่ง และถนนพญาไท,30 ชั้น,"31,938 ตร.ม.",13.746618,100.531737,
99,https://www.cbre.co.th/th/rent/Commercial-Bangkok-Office-for-Rent-RSU-Tower,อาร์เอสยู ทาวเวอร์,850 บาท / ตรม. / เดือน,ถนนสุขุมวิท 31,18 ชั้น,"15,000 ตร.ม.",13.733588,100.565889,
100,https://www.cbre.co.th/th/rent/Commercial-Bangkok-Office-for-Rent-Ramaland,รามาแลนด์,"1,200 บาท / ตรม. / เดือน",ถนนพระราม 4 แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500,32 ชั้ั้น,"25,368 ตร.ม.",13.729463,100.535114,
101,https://www.cbre.co.th/th/rent/Commercial-Bangkok-Office-for-Rent-Rajanakarn,อาคาร รัจนาการ,630 - 700 บาท / ตรม. / เดือน,ถนนสาทร,32 ชั้ั้น,"35,000 ตร.ม.",13.720792,100.529615,
102,https://www.cbre.co.th/th/rent/Commercial-Bangkok-Office-for-Rent-Q-House-Ploenjit,คิวเฮ้าส์ เพลินจิต,850 บาท / ตรม. / เดือน,ถนนเพลินจิต,18 ชั้น,"10,800 ตร.ม.",13.742564,100.549568,
103,https://www.cbre.co.th/th/rent/Pakin-Building,อาคาร ภคินท์,550 บาท / ตรม. / เดือน,ถนนรัชดาภิเษก,12 ชั้น,"30,000 ตร.ม.",13.758383,100.565152,
104,https://www.cbre.co.th/th/rent/maneeya-center,อาคาร มณียา เซ็นเตอร์,850 บาท / ตรม. / เดือน,ถนนเพลินจิต,17 ชั้น,"17,750 ตร.ม.",13.743981,100.542111,
105,https://www.cbre.co.th/th/rent/Bangkok-Office-for-Rent-Lao-Peng-Nguan-Building,อาคาร เล้าเป้าง้วน,450 - 550 บาท / ตรม. / เดือน,ถนนวิภาวดีรังสิต,32 ชั้น,"35,000 ตร.ม.",13.80668,100.559267,
106,https://www.cbre.co.th/th/rent/Kamolsukosol,อาคาร กมลสุโกศล,510 - 530 บาท / ตรม. / เดือน,ถนนสีลม,17 ชั้น,"7,310 ตร.ม.",13.727173,100.531906,
107,https://www.cbre.co.th/th/rent/Commercial-Bangkok-Office-Italthai-Tower-Low-Rise,อิตัลไทย ทาวเวอร์ (สูง 6 ชั้น),350 บาท / ตรม. / เดือน,ถนนเพชรบุรีตัดใหม่,6 ชั้น,"6,146.07 ตร.ม.",13.746149,100.573788,
108,https://www.cbre.co.th/th/rent/Italthai-Tower,อิตัลไทย ทาวเวอร์,500 - 530 บาท / ตรม. / เดือน,ถนนเพชรบุรีตัดใหม่,44 ชั้น,"59,000 ตร.ม.",13.746149,100.573788,
109,https://www.cbre.co.th/th/rent/home-office-phahonyothin-4,โฮมออฟฟิศ พหลโยธิน 4,"75,000 บาท / เดือน",ถนนพหลโยธิน,4 ชั้น,400 ตร.ม.,13.778541,100.54577,
110,https://www.cbre.co.th/th/rent/Commercial-Bangkok-Office-for-Rent-Forum-Tower,ฟอรั่ม ทาวเวอร์,500 บาท / ตรม. / เดือน,ถนนรัชดาภิเษก,37 ชั้น,"20,000 ตร.ม.",13.773342,100.573965,
111,https://www.cbre.co.th/th/rent/CTI-Tower-Partly-Fitted-Office,ซีทีไอ ทาวเวอร์ - ตกแต่งบางส่วน,550 - 600 บาท / ตรม. / เดือน,ถนนรัชดาภิเษกตัดใหม่,32 ชั้น,"56,000 ตร.ม.",13.732366,100.560337,
112,https://www.cbre.co.th/th/rent/crc-tower-all-seasons-place,ซีอาร์ซี ทาวเวอร์ ออลซีซั่นส์ เพลส,"1,100 - 1,200 บาท / ตรม. / เดือน",ถนนวิทยุ,52 ชั้น,"63,000 ตร.ม.",13.739552,100.547776,
113,https://www.cbre.co.th/th/rent/Charn-Issara-Tower-II,ชาญอิสสระทาวเวอร์ 2,550 บาท / ตรม. / เดือน,ถนนเพชรบุรีตัดใหม่,36 ชั้น,"48,000 ตร.ม.",13.74340472,100.58806,
114,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-chamchuri-square-partly-fitted-office,จามจุรี สแควร์ พื้นที่สำนักงานตกแต่งบางส่วน,850 - 900 บาท / ตรม. / เดือน,แยกพระราม 4 หัวลำโพง,41 ชั้น,"15,000 ตร.ม.",13.7326432,100.5305344,
115,https://www.cbre.co.th/th/rent/Capital-Workplace-Sukhumvit-Road,แคปปิตอล เวิร์คเพลส,650 บาท / ตรม. / เดือน,สุขุมวิท ทองหล่อ ซอย 20,11 ชั้น,"4,848 ตร.ม.",13.739384,100.585198,
116,https://www.cbre.co.th/th/rent/Commercial-Bangkok-Office-for-Rent-BB-Building,อาคาร บีบี,650 - 680 บาท / ตรม. / เดือน,ถนนสุขุมวิท 21 (อโศก),23 ชั้น,"30,000 ตร.ม.",13.743856,100.562939,
117,https://www.cbre.co.th/th/rent/Commercial-Bangkok-Office-for-Rent-Bangna-Towers,บางนาทาวเวอร์,550 บาท / ตรม. / เดือน,ถนนบางนา-ตราด,"18 ชั้น (ทาวเวอร์ เอ),18 ชั้น (ทาวเวอร์ บี), 20 ชั้น (ทาวเวอร์ ซี)","17,800 ตร.ม.",13.659702,100.662693,
118,https://www.cbre.co.th/th/rent/Commercial-Bangkok-Office-for-Rent-Bangkok-Insurance,อาคาร กรุงเทพประกันภัย,700 บาท / ตรม. / เดือน,ถนนสาทร,32 ชั้น,"40,000 ตร.ม.",13.724476,100.541006,
119,https://www.cbre.co.th/th/rent/Bangkok-City-Tower,บางกอกซิตี้ ทาวเวอร์,850 บาท / ตรม. / เดือน,แยกสาทร-นราธิวาส,30 ชั้น,"43,382 ตร.ม.",13.72179,100.531117,
120,https://www.cbre.co.th/th/rent/Commercial-Bangkok-Office-for-Rent-Bangkok-Business-Center,บางกอก บิสซิเนสเซ็นเตอร์,600 บาท / ตรม. / เดือน,ถนนสุขุมวิท 63 (เอกมัย),30 ชั้ั้น,"42,200 ตร.ม.",13.724416,100.584203,
121,https://www.cbre.co.th/th/rent/President-Tower,เพรสซิเด้นท์ ทาวเวอร์,"1,150 บาท / ตรม. / เดือน",ถนนเพลินจิต,36 ชั้น,"17,000 ตร.ม.",13.745367,100.541575,
122,https://www.cbre.co.th/th/rent/Mercury-Tower,เมอร์คิวรี่ ทาวเวอร์,"1,000 บาท / ตรม. / เดือน",ถนนเพลินจิต แยกชิดลม-หลังสวน,23 ชั้น,"23,556.24 ตร.ม.",13.743366,100.544461,
123,https://www.cbre.co.th/th/rent/Le-Concorde-Office-Tower,เลอ คองคอร์ด ออฟฟิศทาวเวอร์,620 - 680 บาท / ตรม. / เดือน,ถนนรัชดาภิเษก,25 ชั้น,"26,200 ตร.ม.",13.775715,100.574166,
124,https://www.cbre.co.th/th/rent/Commercial-Bangkok-Office-for-Rent-KPN-Tower,เคพีเอ็น ทาวเวอร์,450 บาท / ตรม. / เดือน,ถนนพระรามเก้า,27 ชั้น,"27,000 ตร.ม.",13.754387,100.586829,
125,https://www.cbre.co.th/th/rent/Kian-Gwan-House-III-Partly-Furnished-Office,เคี่ยนหงวน เฮ้าส์ 3 - สำนักงานให้เช่าตกแต่งบางส่วน,750 - 810 บาท / ตรม. / เดือน,แยกสารสิน ถนนวิทยุ ปทุมวัน,9 ชั้น,"9,000 ตร.ม.",13.734914,100.54563,
126,https://www.cbre.co.th/th/rent/Emporium-Tower,เอ็มโพเรียม ทาวเวอร์,975 บาท / ตรม. / เดือน,ถนนสุขุมวิท 24,41 ชั้น,"41,505 ตร.ม.",13.729979,100.568596,
127,https://www.cbre.co.th/th/rent/Commercial-Bangkok-Office-for-Rent-Central-Chaengwattana,เซ็นทรัลแจ้งวัฒนะ ออฟฟิศ ทาวเวอร์,450 - 500 บาท / ตรม. / เดือน,ถนนแจ้งวัฒนะ,23 ชั้ั้น,"27,000 ตร.ม.",13.902378,100.532809,
128,https://www.cbre.co.th/th/rent/AIA-Sathorn-Tower_Premium-Grade-A-and-Eco-Friendly-Office-Building,เอไอเอ สาทร ทาวเวอร์,950 บาท / ตรม. / เดือน,ถนนสาทรใต้,29 ชั้น,"38,500 ตร.ม.",13.720083,100.526061,
129,https://www.cbre.co.th/th/rent/42-Tower,42 ทาวเวอร์,550 - 600 บาท / ตรม. / เดือน,ถนนสุขุมวิท 42 (ซอยรูเบีย),24 ชั้น,"13,000 ตร.ม.",13.715273,100.584898,
130,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-the-trendy,เดอะ เทรนดี้,650 - 850 บาท / ตรม. / เดือน,ถนนสุขุมวิท 13,31 ชั้น,"28,000 ตร.ม.",13.740128,100.558038,
131,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-shinnawatra-iii,ชินวัตรทาวเวอร์ 3,620 บาท / ตรม. / เดือน,ถนนวิภาวดีรังสิต,38 ชั้น,"53,000 ตร.ม.",13.823146,100.559315,
132,https://www.cbre.co.th/th/sale/ssp-tower-i-office-unit-for-sale,เอสเอสพี ทาวเวอร์ 1 - ขายบางยูนิต,"80,000 บาท / ตร.ม.",ถนนสุขุมวิท 63 / เอกมัย,27,,13.73885723,100.5889187,ซ้ำกับ 133
133,https://www.cbre.co.th/th/sale/SSP-Tower-I-office-unit-for-sale-10th-floor,เอสเอสพี ทาวเวอร์ 1 - ขายพื้นที่สำนักงาน,"68,997 บาท / ตร.ม.",ถนนสุขุมวิท 63 / เอกมัย,27,"20,000 ตร.ม.",13.73885723,100.5889187,
134,https://www.cbre.co.th/th/sale/comercial-Bangkok-Partly-Fitted-Office-Space-for-Sale-8th-floor-Country-Complex-A,อาคาร คันทรี่ คอมเพล็กซ์ ทาวเวอร์ เอ- ตกแต่งบางส่วน,"50,825 บาท / ตร.ม.",ถนนสรรพาวุธ กรุงเทพ,22,"27,000 ตร.ม.",13.673374,100.599275,
135,https://www.cbre.co.th/th/sale/blossom-office,บลอสซั่ม ออฟฟิศ,347 บาท / ตร.ม.,ถนนสาทร,7 ชั้น,,13.711307,100.520399,สำนักงานขาย
136,https://www.cbre.co.th/th/sale/Artisan-Connex,อาร์ติซาน คอนเน็ค,,ถนนเทียมร่วมมิตร ห้วยขวาง ใจกลางย่านรัชดา,3,"6,000 ตร.ม.",13.7666398,100.5822861,
137,https://www.cbre.co.th/th/rent/home-office-vibhavadi-soi-5,โฮมออฟฟิศ วิภาวดี ซอย 5,"79,000 บาท / เดือน",วิภาวดี ซอย 5,,800 ตร.ม.,13.4757,100.3333,
138,https://www.cbre.co.th/th/rent/ATa-Services-Office-Bang-Na-Complex,เอทีเอ เซอร์วิส ออฟฟิศ - บางนา คอมเพล็กซ์,,บางนาคอมเพล็กซ์ชั้น11และ14,,800 ตร.ม.,13.668227,100.636032,
139,https://www.cbre.co.th/th/rent/Commercial-Bangkok-Office-for-Rent-Sathorn-Thani,"สาทรธานี 1, 2",670 บาท / ตรม. / เดือน,แยกสาทร - ช่องนนทรี,"20 ชั้น (ทาวเวอร์ 1), 19 ชั้น (ทาวเวอร์ 2)","10,982 ตร.ม.",13.722798,100.530811,
140,https://www.cbre.co.th/th/rent/OMG-Serviced-Office,โอเอ็มจี เซอร์วิส ออฟฟิศ,,,," 41,000 ตร.ม.",13.749009,100.556949,
141,https://www.cbre.co.th/th/rent/Kian-Gwan-House-II-Partly-Furnished-Office,เคี่ยนหงวน เฮ้าส์ 2- สำนักงานให้เช่าตกแต่งบางส่วน,750 - 860 บาท / ตรม. / เดือน,,,"15,000 ตร.ม.",13.734914,100.54563,
142,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-jewellery-centre-building,อาคาร จูเวลเลอรี่ เซ็นเตอร์,380 - 480 บาท / ตรม. / เดือน,,33 ชั้น,"42,834 ตร.ม.",13.7289761,100.5233715,
143,https://www.cbre.co.th/th/rent/CTI-Tower,ซีทีไอ ทาวเวอร์,420 บาท / ตรม. / เดือน,ถนนรัชดาภิเษกตัดใหม่,32 ชั้น,"56,000 ตร.ม.",13.732366,100.560337,
144,https://www.cbre.co.th/th/rent/ata-services-office-green-tower,เอทีเอ เซอร์วิส ออฟฟิศ - กรีน ทาวเวอร์,,กรีนทาวเวอร์ชั้น16,,"1,200 ตร.ม.",13.716296,100.572457,
145,https://www.cbre.co.th/th/rent/pearl-bangkok,เพิร์ล แบงค็อก,,ถนนพหลโยธิน แขวงสามเสนใน เขตพญาไท กรุงเทพฯ 10400,24,"56,000 ตร.ม.",13.777795,100.54378,
146,https://www.cbre.co.th/th/rent/east-water,อีสท์ วอเตอร์,,ถนนวิภาวดีรังสิต แขวงจอมพล เขตจตุจัตร กรุงเทพฯ 10900,26,"40,000 ตร.ม.",13.799402,100.560304,
147,https://www.cbre.co.th/th/rent/um-tower,ยูเอ็มทาวเวอร์,450 บาท / ตรม. / เดือน,ถนนรามคำแหง (คลองตัน),30 ชั้น,"26,000 ตร.ม.",13.741996,100.600913,
148,https://www.cbre.co.th/th/rent/sindhorn-tower,อาคาร สินธร,940 บาท / ตรม. / เดือน,ถนนวิทยุ,"11 ชั้น (อาคาร1), 15 ชั้น (อาคาร2), 29 ชั้น (อาคาร3)","12,500 ตร.ม.",13.735964,100.545078,
149,https://www.cbre.co.th/th/rent/vanit-place-building-wireless-petchaburi,อาคาร วานิช เพลซ 1 & 2,590 บาท / ตรม. / เดือน,ถนนเพชรบุรี-วิทยุ แขวงมักกะสัน เขตราชเทวี กรุงเทพฯ 10400,40,"40,000 ตร.ม.",13.749392,100.548315,
150,https://www.cbre.co.th/th/rent/muangthai-phatra-complex,เมืองไทยภัทร คอมเพล็กซ์,750 บาท / ตรม. / เดือน,ถนนรัชดาภิเษก,35 ชั้น ทั้งตึกเอและตึกบี,"70,200 ตร.ม.",13.786461,100.574786,
151,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-wanglee-building,อาคาร หวั่งหลี,450 บาท / ตรม. / เดือน,แยกสุรวงศ์ - มเหสักข์,10 ชั้น,"3,760 ตร.ม.",13.72575,100.518701,
152,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-tisco-tower,ทิสโก้ ทาวเวอร์,700 บาท / ตรม. / เดือน,ถนนสาทร,22 ชั้น,"57,100 ตร.ม.",13.724692,100.538182,
153,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-thaniya-plaza,ธนิยะพลาซ่า,700 บาท / ตรม. / เดือน,ถนนสีลม,29 ชั้น,"13,000 ตร.ม.",13.728953,100.533534,
154,https://www.cbre.co.th/th/rent/sj-infinite-1-business-complex,เอสเจ อินฟินิต วัน บิสสิเนส คอมเพล็กซ์ (ชื่อเดิม อิควิน็อกซ์ ดิออฟฟิศ เพลส),750 บาท / ตรม. / เดือน,สามารถเดินทางเข้าออกได้ทั้งจากถ. พหลโยธินและ ถ.วิภาวดี,31 ชั้น,"20,107 ตร.ม.",13.808513,100.557775,
155,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-singha-complex,สิงห์ คอมเพล็กซ์,"1,300 บาท / ตรม. / เดือน",มุมถนนอโศกมนตรีและถนนเพชรบุรีตัดใหม่ บางกะปิ ห้วยขวาง กรุงเทพฯ,,"50,000 ตร.ม.",13.748742,100.56365,
156,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-sermmitr-tower,เสริมมิตร ทาวเวอร์,650 บาท / ตรม. / เดือน,ถนนสุขุมวิท 21 (อโศก),32 ชั้น,"48,000 ตร.ม.",13.741248,100.561477,
157,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-sathorn-nakorn-tower,สาธรนคร ทาวเวอร์,650 บาท / ตรม. / เดือน,แยกสาทร-นราธิวาส,32 ชั้น,"33,877 ตร.ม.",13.722548,100.530422,
158,https://www.cbre.co.th/th/rent/commercial-bangkok-office-unit-for-rent-richmond-office-building,อาคาร ริชมอนด์,450 บาท / เดือน,ถนนสุขุมวิท 26,26 ชั้น,"18,400 ตร.ม",13.7258364,100.5693927,
159,https://www.cbre.co.th/th/rent/regus-serviced-office,รีจัส เซอร์วิส ออฟฟิศ,,กรุงเทพฯ แหลมฉบัง และภูเก็ต,,,13.73105,100.569661,agent
160,https://www.cbre.co.th/th/rent/q-house-lumpini,คิวเฮ้าส์ ลุมพินี,"1,100 บาท / ตรม. / เดือน",แยกสาทร-พระรามสี่,38 ชั้น,"59,000 ตร.ม.",13.725289,100.544788,
161,https://www.cbre.co.th/th/rent/pipatanasin-building,อาคาร พิพัฒนสิน,500 บาท / ตรม. / เดือน,ถนนนราธิวาสราชนครินทร์,20 ชั้น,"8,300 ตร.ม.",13.710846,100.536264,
162,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-paso-tower,พาโซ่ ทาวเวอร์,560 บาท / ตรม. / เดือน,ถนนสีลม,28 ชั้น,"15,000 ตร.ม.",13.738848,100.58872,
163,https://www.cbre.co.th/th/rent/panjabhum-i-and-ii,ปัญจภูมิ 1 และ 2,450 บาท / ตรม. / เดือน,ถนนสาทร,"11 ชั้น (อาคาร1), 16 ชั้น (อาคาร2)","14,200 ตร.ม.",13.722595,100.534698,
164,https://www.cbre.co.th/th/rent/one-pacific-place,วัน แปซิฟิค เพลส,725 บาท / ตรม. / เดือน,ถนนสุขุมวิท,20 ชั้น,"17,500 ตร.ม.",13.74024,100.554289,
165,https://www.cbre.co.th/th/rent/olympia-thai-tower,โอลิมเปียไทย ทาวเวอร์,700 บาท / ตรม. / เดือน,ถนนรัชดาภิเษก,23 ชั้น,"14,500 ตร.ม.",13.802882,100.575223,
166,https://www.cbre.co.th/th/rent/ms-siam-tower-rama3,เอ็มเอส สยาม ทาวเวอร์,650 บาท / ตรม. / เดือน,ถนนพระราม 3 - ถนนวงแหวนอุตสาหกรรม แขวงช่องนนทรี เขตยานนาวา กรุงเทพฯ 10120,38,"40,000 ตร.ม.",13.686088,100.547323,
167,https://www.cbre.co.th/th/rent/m-tower,เอ็ม ทาวเวอร์,575 บาท / ตรม. / เดือน,สุขุมวิท 62,21 ชั้น,"14,715 ตร.ม.",13.69439639,100.6057449,
168,https://www.cbre.co.th/th/rent/kpi-tower,เคพีไอ ทาวเวอร์,550 บาท / ตรม. / เดือน,ถนนเพชรบุรีตัดใหม่,24 ชั้น,"11,010 ตร.ม.",13.74927,100.544499,
169,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-kian-gwan-house-iii,เคี่ยนหงวน เฮ้าส์ 3,750 - 810 บาท / ตรม. / เดือน,แยกวิทยุ-สารสิน,9 ชั้น,"9,000 ตร.ม.",13.734914,100.54563,
170,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-kian-gwan-house-ii,เคี่ยนหงวน เฮ้าส์ 2,750 - 860 บาท / ตรม. / เดือน,ถนนวิทยุ,20 ชั้น,"15,000 ตร.ม.",13.734914,100.54563,
171,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-k-tower,เค ทาวเวอร์,570 บาท / ตรม. / เดือน,ถนนสุขุมวิท 21 (อโศก),"22 ชั้น, 32 ชั้น","35,036 ตร.ม.",13.744987,100.56207,
172,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-jasmine-international,จัสมิน อินเตอร์เนชั่นแนล,470 บาท / ตรม. / เดือน,ถนนแจ้งวัฒนะ,31 ชั้ั้น,"32,000 ตร.ม.",13.735683,100.563196,
173,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-jasmine-city,จัสมิน ซิตี้,670 บาท / ตรม. / เดือน,ถนนสุขุมวิท 23,28 ชั้น,"18,000 ตร.ม.",13.735737,100.563183,
174,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-gpf-witthayu-tower,จีพีเอฟ วิทยุ ทาวเวอร์,850 บาท / ตรม. / เดือน,ถนนวิทยุ,"18 ชั้น, 16 ชั้น","27,000 ตร.ม.",13.737499,100.547031,
175,https://www.cbre.co.th/th/rent/bangkok-office-for-rent-gaysorn-tower,เกษร ทาวเวอร์,"1,600 บาท / ตรม. / เดือน",ถนนราชดำริ,30 ชั้ั้น,"32,312 ตร.ม.",13.74581077,100.5407351,
176,https://www.cbre.co.th/th/rent/gaysorn-place,อาคาร เกษร เพลส,"1,300 บาท / ตรม. / เดือน",ถนนเพลินจิต,7 ชั้น,"5,100 ตร.ม.",13.7447,100.540427,
177,https://www.cbre.co.th/th/rent/fyi-center,เอฟวายไอ เซ็นเตอร์,900 บาท / ตรม. / เดือน,หัวมุมถนนพระราม 4 และรัชดาภิเษก,12 ชั้ั้น,"48,095 ตร.ม.",13.72059407,100.5593977,
178,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-fico-place,ฟิโก้ เพลส,750 บาท / ตรม. / เดือน,ถนนสุขุมวิท 21 (อโศก),12 ชั้น,"5,000 ตร.ม.",13.739229,100.562105,
179,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-electrolux-building,อาคาร อีเลคโทรลักซ์,425 บาท / ตรม. / เดือน,ถนนเพชรบุรีตัดใหม่,15 ชั้น,"6,609 ตร.ม.",13.74535165,100.5814516,
180,https://www.cbre.co.th/th/rent/column-tower,คอลัมน์ทาวเวอร์,750 บาท / ตรม. / เดือน,ถนนรัชดาภิเษกตัดใหม่,42 ชั้น,"34,270 ตร.ม.",13.732793,100.560683,
181,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-chartered-square,ชาร์เตอร์ สแควร์,620 บาท / ตรม. / เดือน,ถนนสาทร,33 ชั้น,"33,500 ตร.ม.",13.718926,100.519447,
182,https://www.cbre.co.th/th/rent/charn-issara-tower-i,ชาญอิสสระทาวเวอร์ 1,600 บาท / ตรม. / เดือน,ถนนพระรามสี่,27 ชั้น,"15,860 ตร.ม.",13.729904,100.53418,
183,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-chamchuri-square,จามจุรี สแควร์,"1,000 บาท / ตรม. / เดือน",แยกพระราม 4 - หัวลำโพง,40 ชั้น,"91,786 ตร.ม.",13.733194,100.529328,
184,https://www.cbre.co.th/th/rent/cat-tower,อาคาร กสท.โทรคมนาคม,500 บาท / ตรม. / เดือน,ถนนบางรัก (ไปรษณีย์กลาง บางรัก),30 ชั้น,"68,511 ตร.ม.",13.7246956,100.514812,
185,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-bangkok-tower,บางกอกทาวเวอร์,400 บาท / ตรม. / เดือน,ถนนเพชรบุรีตัดใหม่,20 ชั้น,"18,000 ตร.ม.",13.746206,100.576277,
186,https://www.cbre.co.th/th/rent/athenee-tower-ploenchit,แอทธินี ทาวเวอร์,"1,400 บาท / ตรม. / เดือน",ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กรุงเทพฯ 10330,34,"46,000 ตร.ม.",13.741373,100.548586,
187,https://www.cbre.co.th/th/rent/commercial-office-for-rent-asia-centre,เอเชีย เซ็นเตอร์,950 บาท / ตรม. / เดือน,ถนนสาทร,28 ชั้น,"27,410 ตร.ม.",13.721839,100.532622,
188,https://www.cbre.co.th/th/rent/commerical-bangkok-office-for-rent-alma-link,อาคาร อัลมาลิงค์,"1,000 บาท / ตรม. / เดือน",ถนนชิดลม,19 ชั้น,"12,700 ตร.ม.",13.745247,100.544397,
189,https://www.cbre.co.th/th/rent/aia-capital-center-ratchadapisek,เอไอเอ แคปปิตอล เซ็นเตอร์,950 บาท / ตรม. / เดือน,ถนนรัชดาภิเษก เขตดินแดง กรุงเทพมหานคร 10400,34,"54,000 ตร.ม.",13.766939,100.570521,
190,https://www.cbre.co.th/th/rent/commercial-bangkok-office-for-rent-253-asoke,253 อโศก,520 บาท / ตรม. / เดือน,แยกอโศก-เพชรบุรีตัดใหม่,30 ชั้น,"18,130 ตร.ม.",13.746964,100.562528,
